input,response
"Qual a área total de Cametá?","A área total é 3.081,367 km²."
"Qual a população de Cametá estimada em 2020?","A população era de 139.364 habitantes."
"Qual a densidade demográfica de Cametá?","A densidade é 45,2 hab./km²."
"Qual a altitude de Cametá?","A altitude é 10 m."
"Qual o fuso horário de Cametá?","Hora de Brasília (UTC−3)."
"Qual o CEP de Cametá?","O CEP é 68400-000."
"Qual o IDH (PNUD/2010) de Cametá?","O IDH é 0,577 (baixo)."
"Qual o PIB de Cametá em 2014 (IBGE)?","O PIB era R$ 841.983,51 mil."
"Qual o PIB per capita de Cametá em 2014 (IBGE)?","O PIB per capita era R$ 6.518,87."
"Qual religioso iniciou a evangelização dos índios camutás em 1617?","Frei Cristóvão de São José, dos Padres Capuchos."
"Quem foi o primeiro Capitão-mor da Capitania de Camutá?","Feliciano Coelho de Carvalho, nomeado em 1635."
"Qual era o nome do quilombo liderado por Felipa Maria Aranha na região de Cametá?","O quilombo do Mola."
"O que foi a Confederação do Itapocu?","Foi uma confederação formada por cinco quilombos na região de Cametá, Tucuruí e Baião, que empreendeu derrotas às forças portuguesas."
"Qual evento histórico levou à morte de nacionalistas no brigue Palhaço, acirrando os ânimos para a Cabanagem?","O incidente envolvendo o oficial inglês John Pascoe Grenfell em 1823."
"Qual a menor temperatura já registrada em Cametá pelo INMET?","16,4 °C (em três ocasiões em 1970)."
"Qual a maior temperatura já registrada em Cametá pelo INMET?","37,9 °C (em 5 de janeiro de 1979)."
"Qual o rio que corta a municipalidade de Cametá e é seu principal acidente geográfico?","O rio Tocantins."
"Qual a largura aproximada do Rio Tocantins na altura do porto de Cametá?","Cerca de 12 km."
"Qual o nome do aeroporto de Cametá?","Aeroporto de Cametá."
"Qual hospital regional atende Cametá e cidades vizinhas?","Hospital Regional de Cametá."
"Como é conhecida a principal manifestação cultural-religiosa de Cametá em junho?","A festividade do padroeiro municipal, São João Batista."
"Qual a coordenada geográfica de Breves?","As coordenadas são 1° 40′ 55″ S, 50° 28′ 48″ O."
"Quais municípios fazem limite com Breves?","Afuá, Anajás, São Sebastião da Boa Vista, Curralinho, Bagre, Melgaço e Gurupá."
"Qual a distância de Breves até a capital (Belém)?","A distância é 222 km."
"Qual a data de fundação atribuída a Breves no infobox?","19 de novembro de 1738."
"Qual a data de emancipação de Breves?","25 de outubro de 1851."
"Quem é o prefeito atual de Breves (mandato 2025-2028)?","José Antônio Azevedo Leão (MDB)."
"Qual a área total de Breves?","A área total é 9.550,454 km²."
"Qual a população de Breves segundo o Censo IBGE/2022?","A população era de 106.968 habitantes."
"Qual a densidade demográfica de Breves?","A densidade é 11,2 hab./km²."
"Qual o clima de Breves?","O clima é Equatorial (Af)."
"Qual a altitude de Breves?","A altitude é 40 m."
"Qual o fuso horário de Breves?","Hora de Brasília (UTC-3)."
"Qual o IDH (PNUD/2010) de Breves?","O IDH é 0,503 (baixo)."
"Qual o PIB de Breves em 2014 (IBGE)?","O PIB era R$ 613.983,17 mil."
"Qual o PIB per capita de Breves em 2014 (IBGE)?","O PIB per capita era R$ 6.306,90."
"Qual o nome antigo do lugar onde se instalou o engenho dos Breves?","Santana dos Breves (a partir de 1781)."
"Quais são os distritos que compõem o município de Breves além da sede?","Antônio Lemos, Curumu e São Miguel dos Macacos."
"Qual a menor temperatura já registrada em Breves pelo INMET?","15 °C (em 13 de dezembro de 1973 e 5 de janeiro de 1976)."
"Qual a maior temperatura já registrada em Breves pelo INMET?","38 °C (em 13 de novembro de 1975)."
"Cite um animal ameaçado de extinção encontrado na fauna de Breves.","Onça-pintada, onça-parda, jaguatirica, preguiça ou ariranha."
"Cite um animal importante na alimentação local encontrado na fauna de Breves.","Jacarés, paca, cutia, tatu, capivara, anta ou macacos."
"Qual rio em Breves é conhecido por sua grande profundidade?","O Rio Pracaxi."
"Onde está localizado o ""Casarão"" histórico em Breves?","Na comunidade de Cumaru, às margens do Rio Mapuá."
"Qual o nome da Igreja Matriz de Breves?","Igreja Matriz de Sant'Ana."
"Quando foi construído o prédio da BISA (Breves Industrial S.A.)?","Foi construído em 1925."
"Qual o nome popular antigo de Breves devido à indústria madeireira?","Celeiro Mundial da Madeira."
"Qual instituição de ensino superior pública tem campus em Breves?","Universidade Federal do Pará (UFPA)."
"Qual o nome do Hospital Regional localizado em Breves?","Hospital Regional do Marajó."
"Qual festival folclórico ocorre anualmente em Breves?","O Festival Brevense de Folclore."
"Qual o nome do Forrozão que ocorre anualmente em Breves?","Forrozão Marajoara."
"Qual político e cantor famoso nasceu em Breves?","Israel Novaes."
"Qual é a área total do estado do Pará?","A área total é 1.245.870,798 km²."
"Qual a população estimada do Pará em 2024?","A população estimada é 8.664.306 habitantes."
"Qual a densidade demográfica do Pará?","A densidade é 6,95 hab./km²."
"Qual o PIB total do Pará (2021)?","O PIB total foi 236.142 bilhões de reais."
"Qual o PIB per capita do Pará (2021)?","O PIB per capita foi R$ 29.953,43."
"Qual a expectativa de vida no Pará (2020)?","A expectativa de vida era de 73 anos."
"Qual a taxa de mortalidade infantil no Pará (2021)?","A taxa era de 14,7 por mil nascidos vivos."
"Qual a taxa de alfabetização no Pará (2022)?","A taxa era de 92,6%."
"Qual o IDH (2021) do Pará?","O IDH era 0,690 (médio)."
"Qual o código ISO 3166-2 para o Pará?","BR-PA."
"Qual navegador espanhol alcançou a foz do Amazonas em fevereiro de 1500?","Vicente Yañez Pinzón."
"Qual tratado definia que o vale amazônico pertencia à Coroa Espanhola inicialmente?","O Tratado de Tordesilhas (1494)."
"Qual o nome da companhia de comércio criada por Pombal para o Grão-Pará e Maranhão?","Companhia Geral de Comércio do Grão-Pará e Maranhão."
"Qual missionária foi assassinada em 2005 no Pará por defender os sem-terra?","Dorothy Stang."
"Quantos habitantes tem a Região Metropolitana de Belém?","Aproximadamente 2,5 milhões de habitantes."
"Quantos habitantes tem a Região Metropolitana de Santarém?","Aproximadamente 335 mil habitantes."
"Qual o principal produto mineral exportado pelo Pará?","Minério de ferro."
"Qual a posição do Pará na produção nacional de cobre?","O Pará produziu quase todo o cobre do Brasil em 2017 (980 mil de 1,28 milhão de toneladas)."
"Qual a posição do Pará na produção nacional de alumínio (bauxita)?","O Pará realiza quase toda a produção brasileira (34,5 de 36,7 milhões de toneladas em 2017)."
"Qual a posição do Pará na produção nacional de manganês?","O Pará realizou grande parte da produção brasileira (2,3 de 3,4 milhões de toneladas em 2017)."
"Qual a posição do Pará na produção nacional de níquel?","O Pará foi o 2º em produção em 2017 (90 mil toneladas)."
"Qual a cidade com o maior rebanho bovino do Brasil, localizada no Pará?","São Félix do Xingu."
"Qual cidade do Pará é a sexta maior do Brasil em número de cabeças de gado?","Marabá."
"Qual a principal instituição de pesquisa científica localizada em Belém?","O Museu Paraense Emílio Goeldi."
"Qual o nome do estádio olímpico do Pará?","Estádio Olímpico do Pará (Mangueirão)."
"Qual o nome da festa junina tradicional de Marabá?","Festejos Juninos Paraenses (com arraiais pela cidade)."
"Qual a fruta símbolo da culinária paraense, consumida em diversas formas?","O açaí."
"Qual manifestação cultural do Pará foi declarada Patrimônio Cultural Imaterial brasileiro em 2014?","O carimbó."
"Qual o feriado estadual do Pará e o que ele comemora?","Dia 15 de agosto, comemora a Adesão do Grão-Pará à independência do Brasil."

"Qual o nome do líder da expedição francesa que visitou a região de Bragança em 1613?","Daniel de La Touche."
"Em que contexto histórico a povoação de Vera Cruz (posteriormente Bragança) foi fundada em 1627?","No contexto da Capitania do Grão-Pará (1621-1820)."
"Qual o número da Lei Provincial que criou o município de Bragança em 1854?","Lei Provincial 252, de 02/10/1854."
"Qual característica arquitetônica europeia é mencionada nos casarões de Bragança?","Grandes janelas e revestimento em azulejos."
"Além de praias, que outros tipos de locais para banho são atrativos turísticos em Bragança?","Balneários e igarapés."
"Qual o nome do pai de Guilherme Schüch, Barão de Capanema?","Rochus Schüch, um austríaco."
"Onde Guilherme Schüch estudou engenharia?","Na Escola Politécnica de Viena."
"Além de nordestinos, que outro fator contribuiu para a migração para Capanema no século XX?","O declínio da indústria da borracha, forçando ex-seringueiros a buscar alternativas."
"Qual a afiliada da Rede Record em Capanema?","Record Capanema (canal 7 VHF)."
"Qual a afiliada do SBT em Capanema?","Sbt Capanema (canal 6 VHF)."
"Qual a afiliada da Band em Capanema?","TV Amazônia (cana 13 VHF)."
"Qual a afiliada da Rede Globo em Capanema?","TV Liberal Capanema (cana 24 UHF)."
"Em que data a Vila de Castanhal foi anexada ao patrimônio municipal de Belém?","Em 1 de novembro de 1905 (Lei nº 957)."
"Em que data o Decreto nº 565 incorporou Castanhal ao recém-criado município de Santa Izabel?","Em 30 de Dezembro de 1931."
"Cite três bairros de Castanhal mencionados no texto.","Betânia, Bom Jesus, Caiçara (ou Cariri, Milagre, Propira, Cenóbio, Centro, Cristo Redentor, Estrela, Fonte Boa, Heliolândia, Ianetama, Imperador, Jaderlândia, Jardim das Acácias, Nova Olinda, Novo Estrela, Oscar Reis, Pantanal, Portelinha, Pirapora, Rouxinol, Salles Jardim, Salgadinho, Santa Catarina, Santa Helena, Santa Lídia, São José, Saudade, Titanlândia ou Vila do Apeú)."
"O que foi inaugurado em Castanhal para as comemorações dos 50 anos da cidade em 1982?","O Monumento e a praça Cristo Redentor."
"Cite uma universidade privada com polo em Castanhal.","Universidade Estácio de Sá, Centro de Educação da Amazônia (CEAMA), Universidade Paulista (UNIP), Universidade Norte do Paraná (FAMAC/UNOPAR), Centro Universitário Internacional (UNINTER) ou Universidade da Amazônia (UNAMA)."
"Quanto tempo após a fundação de São Luís os franceses foram expulsos da região de Cametá?","A expulsão dos franceses de São Luís ocorreu dois anos após a chegada deles em Cametá, mas eles só deixaram a região de Cametá anos mais tarde."
"Quais famílias portuguesas descendentes de judeus sefarditas são mencionadas como importantes para o desenvolvimento de Cametá?","As famílias Albuquerque, Coelho e Carvalho."
"Quem realizou uma expedição exploratória partindo de Cametá em 1673?","Pedro Teixeira, com o padre Antônio Vieira."
"Qual o nome do governador cabano que Ângelo Corrêa iria substituir ao ir para Belém?","Antônio Vinagre."
"Qual o nome do quadro de Constantino Pedro Chaves da Motta pertencente ao acervo do Museu Histórico de Cametá?","""Cólera-morbo""."
"Segundo a tabela climática, qual o mês com maior média de precipitação em Cametá?","Março (422,2 mm)."
"Segundo a tabela climática, qual o mês com menor média de precipitação em Cametá?","Outubro (61,2 mm)."
"Cite três ilhas que compõem o Arquipélago de Cametá.","Ajaraí, Cação, Cacoal (ou Cuxipiarí, Cuxipiarí, Carmo, Itanduba, Juruateua, Mapeuá, Papateua, Patrimônio, Grande, Praticaia, Furtados, Mutuacá de Baixo, Mendaruçu de Cima, Pacuí, Juba, Marinteua, Turema, Tamanduá ou Joroca)."
"Quem concedeu a sesmaria aos irmãos Breves em 1738?","O capitão geral do Pará, João de Abreu Castelo Branco."
"Qual a Lei Provincial que elevou Breves à freguesia em 1850?","Lei provincial nº 172."
"Qual a Lei Estadual que concedeu foros de cidade à sede de Breves em 1909?","Lei estadual nº 1.122."
"Como se pode chegar a Breves a partir de Belém?","De barco (viagem de 12 horas partindo de diversos portos) ou avião (saindo do aeroporto Júlio César)."
"Qual a área em hectares da Reserva Extrativista Mapuá?","94.463 hectares."
"Qual hospital público em Breves é gerido por uma Organização Social (Instituto Nacional de Desenvolvimento Social e Humano)?","O Hospital Regional do Marajó."
"Quantos leitos possui o Hospital Regional do Marajó?","Possui 67 leitos."
"Quem criou o Bioparque Amazônia em Belém?","O médico Jorge Aarão Monteiro."
"Quem foi o dono do engenho de açúcar que construiu a Casa das Onze Janelas?","Domingos da Costa Bacelar."
"Qual o nome do moderno terminal fluvial da Estação das Docas?","Amazon River."
"O Museu das Onze Janelas em Belém é focado em que tipo de arte?","Artistas brasileiros do século XX."
"Qual praça em Belém é famosa por seu relógio inglês de 12 metros de altura?","A Praça do Relógio."
"Cite um ingrediente do Banho de Cheiro além de arruda e priprioca.","Cipó-catinga, patexuli, japana, cumaru, alecrim, baunilha, manjerona, açucena, casca preciosa, louro amarelo, jasmim ou alfazema."
"Qual o nome do clássico de futebol entre Remo e Paysandu?","Re-Pa."
"Desde quando o clássico Re-Pa é disputado?","Desde 10 de junho de 1914."
"Em que dia da semana ocorre a principal procissão do Círio de Nazaré?","No segundo domingo de outubro."
"Qual papa doou o altar folheado a ouro da Catedral da Sé de Belém?","Papa Pio XI."
"Qual o nome da igreja restaurada para abrigar o Museu de Arte Sacra do Pará?","Igreja de Santo Alexandre."
"Quantos participantes costuma ter o evento Supernorte em Belém?","45 mil participantes."
"Quantos participantes costuma ter a FITA-Feira Internacional de Turismo da Amazônia?","18 mil participantes."
"Qual o nome completo do estado do Amazonas, que faz limite com o Pará?","Amazonas (O)."
"Qual o nome do distrito surinamense que faz limite com o Pará?","Sipaliwini."
"Qual a população de Ananindeua mencionada no texto?","525,5 mil habitantes (em 2018)."
"Qual o nome da região inicial do Arquipélago do Marajó habitada por sociedades complexas?","Região Marinatambal."
"Como eram chamadas as estruturas elevadas onde os indígenas marajoaras construíam suas casas?","Teso."
"Em que ano a Província do Grão-Pará aderiu à Independência do Brasil?","Em 1823."
"Qual o custo ambiental do desenvolvimento do Pará a partir dos anos 1950?","Desmatamento e contaminação do meio ambiente."
"Qual o valor aproximado dos recursos destinados ao plebiscito de 2011 pela divisão do Pará?","R$ 10,4 milhões."
"Qual a porcentagem de votos nulos no plebiscito de 2011?","1,05%."
"Qual a porcentagem de votos em branco no plebiscito de 2011?","0,41%."
"Qual a porcentagem de abstenção no plebiscito de 2011?","25,71%."
"Qual o nome da serra onde nasce o Rio Guamá?","Serra dos Carajás."
"Qual o nome da serra onde nasce o Rio Trombetas?","Serra do Cachimbo."
"Qual o nome da serra onde nasce o Rio Parauapebas?","Serra dos Carajás."
"Qual a porcentagem da população de Belém com contribuição genética indígena (estudo de 2013)?","29,50%."
"Qual a porcentagem da população de Belém com contribuição genética africana (estudo de 2013)?","16,8%."
"Para qual colônia os primeiros imigrantes franceses no Pará se dirigiram?","Colônia de Benevides."
"Qual o nome popular que Belém recebeu devido à influência francesa no Ciclo da Borracha?","Paris n'América."
"Qual o município criado em 2012, desmembrado de Santarém?","Mojuí dos Campos."
"Quantos pedidos de emancipação de distritos existem atualmente no Pará?","51 pedidos."
"Qual o partido político com o maior número de filiados no Pará (outubro de 2016)?","Partido do Movimento Democrático Brasileiro (PMDB)."
"Qual o partido político com o segundo maior número de filiados no Pará (outubro de 2016)?","Partido dos Trabalhadores (PT)."
"Qual o partido político com o terceiro maior número de filiados no Pará (outubro de 2016)?","Partido da Social Democracia Brasileira (PSDB)."
"Qual o município paraense com o menor número de eleitores?","Bannach."
"Qual a participação do Pará no valor da produção mineral comercializada do Brasil (2018)?","48,26%."
"Qual a produção de mandioca do Pará em 2018?","3,8 milhões de toneladas."
"Qual a produção de abacaxi do Pará em 2018?","426 milhões de frutos."
"Qual a produção de cacau do Pará em 2019?","135 mil toneladas."
"Qual a produção de pimenta-do-reino do Pará em 2018?","34 mil toneladas."
"Qual a produção de coco do Pará em 2019?","191,8 milhões de frutos."
"Qual a produção de soja do Pará na safra 2019?","Perto de 1,8 milhão de toneladas."
"Quantas cabeças de gado o Pará possuía em 2018?","20,6 milhões de cabeças."
"Qual a produção de aço bruto da Sinobras em Marabá em 2018?","345 mil toneladas."
"Qual a porcentagem da indústria de Extração de Minerais Metálicos no PIB industrial do Pará (2017)?","46,9%."
"Qual a porcentagem da indústria de Serviços Industriais de Utilidade Pública (Energia e Água) no PIB industrial do Pará (2017)?","23,4%."
"Qual a porcentagem da indústria da Construção no PIB industrial do Pará (2017)?","14,8%."
"Quantos estabelecimentos hospitalares existiam no Pará em 2009?","2.742 estabelecimentos."
"Quantos leitos hospitalares existiam no Pará em 2009?","13.720 leitos."
"Qual a porcentagem da população paraense com acesso à rede de água em 2009?","47,03%."
"Qual a porcentagem da população paraense com acesso à rede de esgoto sanitário em 2009?","57,8%."
"Qual a taxa de médicos por 10 mil habitantes no Pará em 2005?","7,1 médicos."
"Qual o município paraense com a pior avaliação educacional (IDEB) nos anos iniciais do fundamental em 2011?","Santa Maria das Barreiras."
"Qual o município paraense com a pior avaliação educacional (IDEB) nos anos finais do fundamental em 2011?","Afuá."
"Qual o nome da secretaria estadual responsável pela Ciência e Tecnologia no Pará?","Secretaria de Ciência, Tecnologia e Educação Técnica e Tecnológica (SECTET)."
"Qual o nome do programa estadual de apoio à inovação tecnológica no Pará?","Programa de Apoio à Inovação Tecnológica no Estado do Pará (PAIT-PA)."
"Qual o nome do centro de referência em inovação tecnológica do Pará?","Centro de Referência em Inovação Tecnológica do Pará (Critec)."
"Qual o nome do programa estadual de bolsas de iniciação científica e tecnológica?","Programa de Bolsas de Iniciação Científica e Tecnológica (PBIC-PA)."
"Qual ferrovia pertence à VALE e transporta bauxita no Pará?","Estrada de Ferro Trombetas."
"Qual ferrovia pertence à Alcoa e opera junto à mina de Juruti?","Estrada de Ferro Juruti."
"Qual ferrovia opera no transporte de celulose e bauxita ligada ao Projeto Jari?","Estrada de Ferro Jari."
"Cite um aeroporto no Pará além dos de Belém, Santarém, Marabá, Altamira, Itaituba e Carajás.","Aeroporto de Araguaia, Monte Dourado, Ourilândia do Norte, Porto Trombetas, Redenção, Santana do Araguaia, São Félix do Xingu ou Tucuruí."
"Qual a capacidade instalada da Usina Hidrelétrica de Tucuruí?","8.370 MW."
"Qual a capacidade instalada da Usina Hidrelétrica de Belo Monte?","11.000 MW."
"Qual a capacidade instalada da Usina Hidrelétrica Teles Pires (parte no Pará)?","1.820 MW."
"Qual a capacidade instalada da Usina Hidrelétrica São Manoel (parte no Pará)?","700 MW."
"Qual a capacidade instalada da Usina Hidrelétrica de Curuá-Una?","30 MW."
"Qual o nome do dialeto falado no nordeste paraense, diferente do da região sul?","Amazofonia."
"Cite um mestre do carimbó tradicional (pau e corda) além de Damasceno.","Mestre Lucindo ou Mestre Verequete."
"Cite um músico que ajudou a popularizar o carimbó estilizado nas décadas de 1960/70.","Mestre Cupijó ou Pinduca."
"Em que ano foi instituído o Dia Municipal do Carimbó (em homenagem a Verequete)?","Em 2004."

